iso2c,country,fpop_rate,pop2000,pop_2000_all_rural,pop_2000_all_semiurban,pop_2000_all_urban,pop2000_flood,pop_2000_flood_rural,pop_2000_flood_semiurban,pop_2000_flood_urban,pop_2000_nonflood_rural,pop_2000_nonflood_semiurban,pop_2000_nonflood_urban,popdelta,pop_delta_all_rural,pop_delta_all_semiurban,pop_delta_all_urban,pdelta_flood,pop_delta_flood_rural,pop_delta_flood_semiurban,pop_delta_flood_urban,pop_delta_nonflood_rural,pop_delta_nonflood_semiurban,pop_delta_nonflood_urban,region,iso3c,bias_factor,hrsl_data,region_mean_bias,region_sd_bias
FR,France,0,87130358.92,30076478.96,22488992.72,34564887.23,0,0,0,0,30076478.96,22488992.72,34564887.23,7219384.046,4497003.069,1289679.009,1432701.967,0,0,0,0,4497003.069,1289679.009,1432701.967,Western Europe,FRA,0.912725652,Y,0.919464318,0.082723269
SV,Svalbard,0,10044.62284,10044.62284,0,0,0,0,0,0,10044.62284,0,0,4025.072699,4025.072699,0,0,0,0,0,0,4025.072699,0,0,Northern Europe,SJM,1.044285539,N,1.044285539,0.106161536
SW,Sweden,0,16906356.95,5608374.458,6645614.94,4652367.551,0,0,0,0,5608374.458,6645614.94,4652367.551,1660413.661,174290.6863,479043.0516,1007079.923,0,0,0,0,174290.6863,479043.0516,1007079.923,Northern Europe,SWE,1.044285539,N,1.044285539,0.106161536
DA,Denmark,0,9343092.649,3505295.611,3309030.381,2528766.656,0,0,0,0,3505295.611,3309030.381,2528766.656,582991.6931,72799.82253,137704.4435,372487.4271,0,0,0,0,72799.82253,137704.4435,372487.4271,Northern Europe,DNK,1.044285539,N,1.044285539,0.106161536
EN,Estonia,0,2704894.506,1081809.586,729985.2443,893099.6754,0,0,0,0,1081809.586,729985.2443,893099.6754,-168671.4247,-164969.3988,14944.14428,-18646.17016,0,0,0,0,-164969.3988,14944.14428,-18646.17016,Northern Europe,EST,0.971011598,Y,1.044285539,0.106161536
LG,Latvia,0,4300220.802,1111558.861,1557412.698,1631249.243,0,0,0,0,1111558.861,1557412.698,1631249.243,-727548.4932,-132398.0959,-297979.4457,-297170.9516,0,0,0,0,-132398.0959,-297979.4457,-297170.9516,Northern Europe,LVA,1.030687941,Y,1.044285539,0.106161536
LH,Lithuania,0,6110478.919,1298979.69,2430294.184,2381205.045,0,0,0,0,1298979.69,2430294.184,2381205.045,-1073838.542,-179229.3179,-459939.4314,-434669.7928,0,0,0,0,-179229.3179,-459939.4314,-434669.7928,Northern Europe,LTU,1.24728672,Y,1.044285539,0.106161536
BO,Belarus,0,16754085.76,3247735.519,5239235.07,8267115.173,0,0,0,0,3247735.519,5239235.07,8267115.173,-772551.7258,-332676.6506,-1041601.748,601726.6728,0,0,0,0,-332676.6506,-1041601.748,601726.6728,Eastern Europe,BLR,0.994418542,Y,0.771560449,0.100346888
PL,Poland,0,62096914.59,21229386.31,21872464.87,18995063.4,0,0,0,0,21229386.31,21872464.87,18995063.4,228859.5092,695461.9311,220099.1977,-686701.6196,0,0,0,0,695461.9311,220099.1977,-686701.6196,Eastern Europe,POL,0.828155775,Y,0.771560449,0.100346888
GM,Germany,0,129981731.2,36276389.3,48692697.02,45012644.85,0,0,0,0,36276389.3,48692697.02,45012644.85,-2003528.806,-688905.1475,-1651225.332,336601.674,0,0,0,0,-688905.1475,-1651225.332,336601.674,Western Europe,DEU,0.921456916,Y,0.919464318,0.082723269
EZ,Czechia,0,15918600,5936207.858,6019834.718,3962557.427,0,0,0,0,5936207.858,6019834.718,3962557.427,438026.3493,343496.1916,32499.14902,62031.00873,0,0,0,0,343496.1916,32499.14902,62031.00873,Eastern Europe,CZE,0.706504735,Y,0.771560449,0.100346888
LO,Slovakia,0,8152317.822,3490834.829,3440676.011,1220806.983,0,0,0,0,3490834.829,3440676.011,1220806.983,60444.63765,215402.1934,-91614.62109,-63342.93467,0,0,0,0,215402.1934,-91614.62109,-63342.93467,Eastern Europe,SVK,0.665175872,Y,0.771560449,0.100346888
HU,Hungary,0,15064422.21,5674853.877,5584462.482,3805105.854,0,0,0,0,5674853.877,5584462.482,3805105.854,-532547.0316,-319798.4647,-540340.6802,327592.1133,0,0,0,0,-319798.4647,-540340.6802,327592.1133,Eastern Europe,HUN,0.81210331,Y,0.771560449,0.100346888
SI,Slovenia,0,2895000.033,1415163.365,1043735.52,436101.1477,0,0,0,0,1415163.365,1043735.52,436101.1477,108107.8529,24322.66379,46386.71677,37398.47237,0,0,0,0,24322.66379,46386.71677,37398.47237,Southern Europe,SVN,0.901684125,Y,0.821498773,0.218724957
AU,Austria,0,11988712.12,5144059.225,3254853.41,3589799.486,0,0,0,0,5144059.225,3254853.41,3589799.486,739524.1106,73523.42514,202283.1744,463717.5111,0,0,0,0,73523.42514,202283.1744,463717.5111,Western Europe,AUT,0.882000827,Y,0.919464318,0.082723269
SZ,Switzerland,0,10452811.42,2384261.305,4641400.791,3427149.323,0,0,0,0,2384261.305,4641400.791,3427149.323,1652555.459,336626.6869,824207.7324,491721.0401,0,0,0,0,336626.6869,824207.7324,491721.0401,Western Europe,CHE,0.941877201,Y,0.919464318,0.082723269
LS,Liechtenstein,0,50122.90304,9583.503434,40539.3996,0,0,0,0,0,9583.503434,40539.3996,0,6085.534674,1751.505445,4334.029229,0,0,0,0,0,1751.505445,4334.029229,0,Western Europe,LIE,0.919464318,N,0.919464318,0.082723269
LU,Luxembourg,0,671370.0384,214382.4991,281412.8397,175574.6997,0,0,0,0,214382.4991,281412.8397,175574.6997,201013.149,70171.12711,64303.82799,66538.19386,0,0,0,0,70171.12711,64303.82799,66538.19386,Western Europe,LUX,0.919464318,N,0.919464318,0.082723269
NL,Netherlands,0,25782393.09,3978651.032,9038933.113,12764808.94,0,0,0,0,3978651.032,9038933.113,12764808.94,1673131.418,555310.2038,331011.7228,786809.491,0,0,0,0,555310.2038,331011.7228,786809.491,Western Europe,NLD,1.065738728,Y,0.919464318,0.082723269
BE,Belgium,0,16253123.61,3114355.575,7568682.692,5570085.34,0,0,0,0,3114355.575,7568682.692,5570085.34,1626958.895,504028.2685,479992.4804,642938.1463,0,0,0,0,504028.2685,479992.4804,642938.1463,Western Europe,BEL,0.792986583,Y,0.919464318,0.082723269
UK,United Kingdom,0,96897202.79,13991394.92,25721084.43,57184723.44,0,0,0,0,13991394.92,25721084.43,57184723.44,9522002.85,1373292.65,1871537.282,6277172.918,0,0,0,0,1373292.65,1871537.282,6277172.918,Northern Europe,GBR,0.98991529,Y,1.044285539,0.106161536
JE,Jersey,0,117724.1411,14873.78342,46914.38543,55935.97225,0,0,0,0,14873.78342,46914.38543,55935.97225,17289.17754,2114.290186,5110.919928,10063.96742,0,0,0,0,2114.290186,5110.919928,10063.96742,Northern Europe,JEY,1.044285539,N,1.044285539,0.106161536
GK,Guernsey,0,86596.0867,11328.46767,75267.61903,0,0,0,0,0,11328.46767,75267.61903,0,1458.760423,-344.7658881,1803.526311,0,0,0,0,0,-344.7658881,1803.526311,0,Northern Europe,GGY,1.044285539,N,1.044285539,0.106161536
EI,Ireland,0,6320084.655,2737861.303,1454763.706,2127459.645,0,0,0,0,2737861.303,1454763.706,2127459.645,1399203.014,735503.6708,399335.2995,264364.0438,0,0,0,0,735503.6708,399335.2995,264364.0438,Northern Europe,IRL,0.982526147,Y,1.044285539,0.106161536
IM,Isle of Man,0,127307.2551,40005.52307,87301.73206,0,0,0,0,0,40005.52307,87301.73206,0,18110.94563,4672.249206,13438.69643,0,0,0,0,0,4672.249206,13438.69643,0,Northern Europe,IMN,1.044285539,N,1.044285539,0.106161536
FO,Faroe Is,0,96580.75119,67788.24427,28792.50692,0,0,0,0,0,67788.24427,28792.50692,0,3807.865878,2369.290383,1438.575495,0,0,0,0,0,2369.290383,1438.575495,0,Northern Europe,FRO,1.044285539,N,1.044285539,0.106161536
IC,Iceland,0,580455.4207,155952.3105,95917.40394,328585.7063,0,0,0,0,155952.3105,95917.40394,328585.7063,107448.0168,21742.72803,30884.43909,54820.84972,0,0,0,0,21742.72803,30884.43909,54820.84972,Northern Europe,ISL,1.044285539,N,1.044285539,0.106161536
RS,Russia,0,49894715.78,10535845.14,18126792.16,21232078.48,0,0,0,0,10535845.14,18126792.16,21232078.48,-3140511.229,-446587.8941,-1216231.698,-1477691.636,0,0,0,0,-446587.8941,-1216231.698,-1477691.636,Eastern Europe,RUS,0.771560449,N,0.771560449,0.100346888
RS,Russia,0,5816915.646,1441523.115,2185551.921,2189840.61,0,0,0,0,1441523.115,2185551.921,2189840.61,250190.2463,187425.9407,-11954.31158,74718.61714,0,0,0,0,187425.9407,-11954.31158,74718.61714,Eastern Europe,RUS,0.771560449,N,0.771560449,0.100346888
MG,Mongolia,0,3567246.41,1693658.043,703654.7734,1169933.594,0,0,0,0,1693658.043,703654.7734,1169933.594,840452.7729,-367847.8901,207305.0269,1000995.636,0,0,0,0,-367847.8901,207305.0269,1000995.636,Eastern Asia,MNG,0.530972991,Y,0.881234477,0.208804297
RS,Russia,0,2303775.36,1145268.915,530496.921,628009.5234,0,0,0,0,1145268.915,530496.921,628009.5234,-96362.29888,-100674.2916,32735.93608,-28423.94335,0,0,0,0,-100674.2916,32735.93608,-28423.94335,Eastern Europe,RUS,0.771560449,N,0.771560449,0.100346888
RS,Russia,1.003497348,8130046.269,1945655.691,2942944.457,3241446.121,26035.57236,220.4658091,2700.9691,23114.13745,1945435.225,2940243.488,3218331.983,-973511.6417,-169424.2837,-353735.6227,-450351.7353,-3128.46637,-36.18376386,-310.0181243,-2782.264482,-169388.0999,-353425.6046,-447569.4709,Eastern Europe,RUS,0.771560449,N,0.771560449,0.100346888
MV,Maldives,0,26648.93985,16345.57723,10303.36262,0,0,0,0,0,16345.57723,10303.36262,0,-748.6160705,-867.2210166,118.6049461,0,0,0,0,0,-867.2210166,118.6049461,0,Southern Asia,MDV,0.571952806,N,0.571952806,0.36779307
BT,Bhutan,1.047200459,710122.5753,449297.9457,93050.81056,167773.819,1.463870406,1.463870406,0,0,449296.4818,93050.81056,167773.819,235331.6478,137747.604,73863.28054,23720.76322,0.508018434,0.508018434,0,0,137747.096,73863.28054,23720.76322,Southern Asia,BTN,0.109110139,Y,0.571952806,0.36779307
AF,Afghanistan,0,23886135.16,6731845.312,8432207.336,8722082.509,0,0,0,0,6731845.312,8432207.336,8722082.509,15435780.18,2006969.904,6533551.968,6895258.306,0,0,0,0,2006969.904,6533551.968,6895258.306,Southern Asia,AFG,0.571952806,N,0.571952806,0.36779307
PK,Pakistan,2.709574709,160806078.5,17290805.37,47140157.15,96375115.95,949992.8902,93175.91849,358687.241,498129.7307,17197629.45,46781469.91,95876986.22,59077305.92,6198142.534,22467742.72,30411420.67,945670.2049,54837.12644,307719.7257,583113.3528,6143305.407,22160022.99,29828307.31,Southern Asia,PAK,0.571952806,N,0.571952806,0.36779307
NP,Nepal,23.23450095,26970006.37,13068239.91,10996088.02,2905678.445,2340.590534,1163.066398,1094.706262,82.81787426,13067076.84,10994993.31,2905595.627,5381061.32,-3609784.531,4099743.744,4891102.107,10850.39841,-461.0599136,8888.564577,2422.893744,-3609323.471,4090855.179,4888679.213,Southern Asia,NPL,0.78444575,Y,0.571952806,0.36779307
CE,Sri Lanka,-6.417772914,18768429.3,5277351.461,7274545.408,6216532.43,137304.5667,126001.7289,10770.63557,532.2022522,5151349.732,7263774.772,6216000.227,1891263.387,-915380.6854,1807578.182,999065.891,-88796.00245,-95176.15538,4588.130877,1792.022054,-820204.53,1802990.051,997273.8689,Southern Asia,LKA,0.368072235,Y,0.571952806,0.36779307
IN,India,5.615526372,1143117853,115027739.4,294351799.6,733738314.5,8493941.579,840355.8432,2613536.792,5040048.943,114187383.6,291738262.8,728698265.5,281389722.1,31576129.66,92975249.44,156838343,11741321.05,805466.5856,4042605.991,6893248.477,30770663.07,88932643.45,149945094.5,Southern Asia,IND,0.571952806,N,0.571952806,0.36779307
BG,Bangladesh,2.107123317,143076528.9,7994400.77,35594118.27,99488009.82,7493675.306,669164.482,3246304.321,3578206.503,7325236.288,32347813.95,95909803.31,31880140.68,1177882.745,8906480.934,21795777,3518330.705,196174.7313,1241375.561,2080780.413,981708.0139,7665105.373,19714996.59,Southern Asia,BGD,1.026183102,Y,0.571952806,0.36779307
PS,Palau,0,18331.92706,9048.783241,9283.143816,0,0,0,0,0,9048.783241,9283.143816,0,1254.359454,3359.161497,-2104.802043,0,0,0,0,0,3359.161497,-2104.802043,0,Australia and New Zealand,PLW,0.666410932,N,0.666410932,0.363857824
NR,Nauru,0,8035.958337,2980.77173,5055.186607,0,0,0,0,0,2980.77173,5055.186607,0,-968.6093585,-42.40912885,-926.2002296,0,0,0,0,0,-42.40912885,-926.2002296,0,Australia and New Zealand,NRU,0.666410932,N,0.666410932,0.363857824
TV,Tuvalu,0,451.6678865,451.6678865,0,0,0,0,0,0,451.6678865,0,0,-68.2802457,-68.2802457,0,0,0,0,0,0,-68.2802457,0,0,Australia and New Zealand,TUV,0.666410932,N,0.666410932,0.363857824
TL,Tokelau,0,115.0571919,115.0571919,0,0,0,0,0,0,115.0571919,0,0,-22.36681435,-22.36681435,0,0,0,0,0,0,-22.36681435,0,0,Australia and New Zealand,TKL,0.666410932,N,0.666410932,0.363857824
CW,Cook Is,0,15264.33974,15264.33974,0,0,0,0,0,0,15264.33974,0,0,3823.047459,3823.047459,0,0,0,0,0,0,3823.047459,0,0,Australia and New Zealand,COK,0.666410932,N,0.666410932,0.363857824
AQ,American Samoa,0,34340.44912,12304.55475,22035.89437,0,0,0,0,0,12304.55475,22035.89437,0,-1179.674632,-868.8683851,-310.8062465,0,0,0,0,0,-868.8683851,-310.8062465,0,Australia and New Zealand,ASM,0.666410932,N,0.666410932,0.363857824
TN,Tonga,0,96373.8701,28295.05152,68078.81859,0,0,0,0,0,28295.05152,68078.81859,0,9830.365764,-2980.604955,12810.97072,0,0,0,0,0,-2980.604955,12810.97072,0,Australia and New Zealand,TON,0.666410932,N,0.666410932,0.363857824
NE,Niue,0,1978.407728,1978.407728,0,0,0,0,0,0,1978.407728,0,0,-298.7835917,-298.7835917,0,0,0,0,0,0,-298.7835917,0,0,Australia and New Zealand,NIU,0.666410932,N,0.666410932,0.363857824
WS,Samoa,0,128612.6634,62408.60955,29562.80319,36641.25068,0,0,0,0,62408.60955,29562.80319,36641.25068,18863.89621,4580.094443,9028.536689,5255.265078,0,0,0,0,4580.094443,9028.536689,5255.265078,Australia and New Zealand,WSM,0.666410932,N,0.666410932,0.363857824
WF,Wallis & Futuna,0,14080.87143,14080.87143,0,0,0,0,0,0,14080.87143,0,0,-1302.0918,-1302.0918,0,0,0,0,0,0,-1302.0918,0,0,Australia and New Zealand,WLF,0.666410932,N,0.666410932,0.363857824
FP,French Polynesia,0,212999.7125,107046.6584,105953.0541,0,0,0,0,0,107046.6584,105953.0541,0,37145.99873,24223.62446,12922.37427,0,0,0,0,0,24223.62446,12922.37427,0,Australia and New Zealand,PYF,0.666410932,N,0.666410932,0.363857824
US,United States,0,1289851.496,212366.2503,516619.7901,560865.4559,0,0,0,0,212366.2503,516619.7901,560865.4559,224746.4425,60012.76394,98416.81178,66316.86674,0,0,0,0,60012.76394,98416.81178,66316.86674,Northern America,USA,0.93927076,Y,0.93927076,0
CQ,Northern Mariana Is,0,68080.32896,13815.81366,54264.51531,0,0,0,0,0,13815.81366,54264.51531,0,-13547.27101,-1751.502653,-11795.76836,0,0,0,0,0,-1751.502653,-11795.76836,0,Australia and New Zealand,MNP,0.666410932,N,0.666410932,0.363857824
RM,Marshall Is,0,2469.949286,2469.949286,0,0,0,0,0,0,2469.949286,0,0,-1212.050169,-1212.050169,0,0,0,0,0,0,-1212.050169,0,0,Australia and New Zealand,MHL,0.666410932,N,0.666410932,0.363857824
KR,Kiribati,0,26097.79085,13028.01656,13069.77429,0,0,0,0,0,13028.01656,13069.77429,0,11765.05172,460.6841763,11304.36755,0,0,0,0,0,460.6841763,11304.36755,0,Australia and New Zealand,KIR,0.666410932,N,0.666410932,0.363857824
FM,Fed States of Micronesia,0,63092.45703,45589.28571,17503.17132,0,0,0,0,0,45589.28571,17503.17132,0,-409.0296621,-1500.020506,1090.990844,0,0,0,0,0,-1500.020506,1090.990844,0,Australia and New Zealand,FSM,0.666410932,N,0.666410932,0.363857824
GQ,Guam,0,158302.9715,34265.56661,124037.4049,0,0,0,0,0,34265.56661,124037.4049,0,14823.3546,-892.0230605,15715.37766,0,0,0,0,0,-892.0230605,15715.37766,0,Australia and New Zealand,GUM,0.666410932,N,0.666410932,0.363857824
PP,Papua New Guinea,0,5220837.117,1531131.37,2469303.869,1220401.879,0,0,0,0,1531131.37,2469303.869,1220401.879,2195160.076,398192.5325,1237629.044,559338.4994,0,0,0,0,398192.5325,1237629.044,559338.4994,Australia and New Zealand,PNG,0.270766693,Y,0.666410932,0.363857824
BP,Solomon Is,0,338731.3416,278009.1796,14504.63116,46217.53086,0,0,0,0,278009.1796,14504.63116,46217.53086,146063.0199,112669.3105,8885.329452,24508.37994,0,0,0,0,112669.3105,8885.329452,24508.37994,Australia and New Zealand,SLB,0.666410932,N,0.666410932,0.363857824
NC,New Caledonia,0,206498.4894,90835.84256,41256.42897,74406.21785,0,0,0,0,90835.84256,41256.42897,74406.21785,52654.1725,-113.7514124,28831.51068,23936.41324,0,0,0,0,-113.7514124,28831.51068,23936.41324,Australia and New Zealand,NCL,0.666410932,N,0.666410932,0.363857824
NF,Norfolk I,0,2440.697439,2440.697439,0,0,0,0,0,0,2440.697439,0,0,-581.0841418,-581.0841418,0,0,0,0,0,0,-581.0841418,0,0,Australia and New Zealand,NFK,0.666410932,N,0.666410932,0.363857824
NZ,New Zealand,1.45641997,4923675.311,1332231.341,1663956.394,1927487.576,312.3334804,127.2951493,69.27652264,115.7618084,1332104.045,1663887.118,1927371.814,843340.0984,208219.8227,253478.4486,381641.8271,77.91453988,27.01208279,21.39316273,29.50929437,208192.8106,253457.0554,381612.3178,Australia and New Zealand,NZL,1.083502972,Y,0.666410932,0.363857824
FJ,Fiji,0,778957.8892,392234.0997,209325.0651,177398.7244,0,0,0,0,392234.0997,209325.0651,177398.7244,91608.34492,33573.057,21980.27261,36055.01531,0,0,0,0,33573.057,21980.27261,36055.01531,Australia and New Zealand,FJI,0.367813971,Y,0.666410932,0.363857824
NH,Vanuatu,0,154426.2324,115264.1814,39162.05101,0,0,0,0,0,115264.1814,39162.05101,0,65739.5321,37762.59718,27976.93493,0,0,0,0,0,37762.59718,27976.93493,0,Australia and New Zealand,VUT,0.666410932,N,0.666410932,0.363857824
ID,Indonesia,0,208586116.1,18016883.4,49954819.36,140614413.4,0,0,0,0,18016883.4,49954819.36,140614413.4,45293117.82,7232596.417,12393890.74,25666630.65,0,0,0,0,7232596.417,12393890.74,25666630.65,South-Eastern Asia,IDN,0.60691705,Y,0.99413377,0.360529824
SN,Singapore,0.405689707,3868642.58,1471.139821,5497.761769,3861673.679,7246.421826,9.379783705,1.699316382,7235.342726,1461.760037,5496.062452,3854438.336,1652575.111,1126.107594,2682.8679,1648766.136,1255.799196,22.12685471,18.4002037,1215.272138,1103.98074,2664.467696,1647550.863,South-Eastern Asia,SGP,1.200998778,Y,0.99413377,0.360529824
BX,Brunei,0,335682.1051,66610.30911,162027.613,107044.183,0,0,0,0,66610.30911,162027.613,107044.183,95092.30364,18483.05232,43851.12584,32758.12549,0,0,0,0,18483.05232,43851.12584,32758.12549,South-Eastern Asia,BRN,1.83355344,Y,0.99413377,0.360529824
RP,Philippines,0.984934793,75893766.96,18137843.16,26043920.02,31712003.79,2555237.498,450989.2884,1163549.558,940698.6517,17686853.87,24880370.46,30771305.14,22970038.57,2728566.367,9392937.153,10848535.05,761718.2595,16432.01113,475895.9133,269390.3351,2712134.356,8917041.239,10579144.71,South-Eastern Asia,PHL,0.844057012,Y,0.99413377,0.360529824
TT,Timor-Leste,0,853070.2611,562644.0787,174299.8547,116126.3277,0,0,0,0,562644.0787,174299.8547,116126.3277,339727.8753,37287.48998,172053.6305,130386.7548,0,0,0,0,37287.48998,172053.6305,130386.7548,South-Eastern Asia,TLS,0.99413377,N,0.99413377,0.360529824
MY,Malaysia,0.482459196,22976833.04,4262099.947,6967724.971,11747008.12,5995.15205,2301.982916,1200.406445,2492.762689,4259797.964,6966524.565,11744515.36,6760128.766,1089484.528,1414554.463,4256089.775,850.992223,66.21754085,387.206875,397.5678072,1089418.31,1414167.256,4255692.207,South-Eastern Asia,MYS,0.760608237,Y,0.99413377,0.360529824
TH,Thailand,6.470881657,64609217.17,22571564.82,25439710.49,16597941.86,1483675.828,532342.8662,747085.6458,204247.3159,22039221.95,24692624.84,16393694.55,5290332.807,-1160374.69,19233.56556,6431473.932,786123.8877,179170.4803,322040.1882,284913.2191,-1339545.17,-302806.6227,6146560.713,South-Eastern Asia,THA,0.972211952,Y,0.99413377,0.360529824
BM,Burma,6.848350171,50060365.24,8981697.801,22932768.81,18145898.62,721647.761,248634.3692,392434.175,80579.21681,8733063.432,22540334.64,18065319.4,6223698.467,1301610.503,1717022.995,3205064.969,614420.5837,211062.9532,388974.3625,14383.26804,1090547.55,1328048.632,3190681.701,South-Eastern Asia,MMR,0.99413377,N,0.99413377,0.360529824
LA,Laos,1.503857264,5467531.467,1553177.931,3043094.745,871258.7905,71989.71333,24280.52695,42971.46727,4737.719116,1528897.404,3000123.278,866521.0714,1494308.496,323238.9877,991890.8339,179178.674,29588.71035,5138.525133,23818.83816,631.3470559,318100.4626,968071.9957,178547.3269,South-Eastern Asia,LAO,0.684946154,Y,0.99413377,0.360529824
CB,Cambodia,0.290820204,12428878.37,5050183.433,5541040.773,1837654.161,1626814.305,890619.2756,704542.5668,31652.46237,4159564.158,4836498.207,1806001.698,3464514.232,-177066.8954,2680326.594,961254.5328,131878.1871,-95248.84442,222286.9747,4840.056806,-81818.05101,2458039.619,956414.476,South-Eastern Asia,KHM,0.841259531,Y,0.99413377,0.360529824
VM,Vietnam,1.516439261,82892632.71,7421651.779,32895822.42,42575158.51,2300260.506,418968.2785,1328790.963,552501.264,7002683.501,31567031.46,42022657.25,13354321.95,1565150.929,2521790.786,9267380.234,561963.2969,167582.6536,281654.965,112725.6784,1397568.275,2240135.821,9154654.556,South-Eastern Asia,VNM,1.202651776,Y,0.99413377,0.360529824
MU,Oman,0.336485802,2267253.1,422907.3665,1030689.456,813656.2776,14492.96599,3275.179652,10753.09771,464.6886302,419632.1868,1019936.358,813191.589,2286339.594,451665.1646,1034517.623,800156.8069,4917.730788,780.2820176,3891.772482,245.6762888,450884.8826,1030625.85,799911.1306,Western Asia,OMN,0.229605805,Y,0.77599626,0.556139069
AE,United Arab Emirates,0.909437905,3269638.639,89617.10252,224272.7333,2955748.803,1483.420105,95.50828298,922.082812,465.8290103,89521.59424,223350.6505,2955282.974,6592516.627,214343.0735,502276.1803,5875897.373,2720.123917,140.6757916,2178.414956,401.0331687,214202.3977,500097.7654,5875496.34,Western Asia,ARE,1.150927515,Y,0.77599626,0.556139069
